"Viaduto dos Expedicionários";"Jardim Bela Vista";"12209-162";1;"#REF!";"Viaduto dos Expedicionários , Jardim Bela Vista , São José dos Campos, SP";45.8899670;23.8899670
"Rua José Fonseca dos Santos";"Jardim Bela Vista";"12209-180";3;"#REF!";"Rua José Fonseca dos Santos , Jardim Bela Vista , São José dos Campos, SP";45.8925361;23.8925361
"Rua Silvino Guedes";"Jardim Bela Vista";"12209-190";1;"#REF!";"Rua Silvino Guedes , Jardim Bela Vista , São José dos Campos, SP";45.8919614;23.8919614
"Rua Cônego José Fortunato da Silva Ramos";"Jardim Bela Vista";"12209-200";4;"#REF!";"Rua Cônego José Fortunato da Silva Ramos , Jardim Bela Vista , São José dos Campos, SP";45.8922193;23.1767314
"Travessa Inocêncio Alves da Silva";"Jardim Bela Vista";"12209-210";4;"#REF!";"Travessa Inocêncio Alves da Silva , Jardim Bela Vista , São José dos Campos, SP";45.8931350;23.8931350
"Rua Doutor Aleixo Mascarenhas";"Vila Maria";"12209-220";2;"#REF!";"Rua Doutor Aleixo Mascarenhas , Vila Maria , São José dos Campos, SP";45.8831753;23.8831753
"Travessa Alfredo José Dias Costa";"Vila Maria";"12209-230";1;"#REF!";"Travessa Alfredo José Dias Costa , Vila Maria , São José dos Campos, SP";45.8833386;23.8833386
"Rua Serafim Dias Machado";"Vila Maria";"12209-240";5;"#REF!";"Rua Serafim Dias Machado , Vila Maria , São José dos Campos, SP";45.8820546;23.8820546
"Rua Paraná";"Vila Maria";"12209-250";2;"#REF!";"Rua Paraná , Vila Maria , São José dos Campos, SP";45.8809933;23.8809933
"Rua Santa Catarina";"Vila Maria";"12209-260";3;"#REF!";"Rua Santa Catarina , Vila Maria , São José dos Campos, SP";45.8799963;23.8799963
"Travessa Rio de Janeiro";"Vila Maria";"12209-270";4;"#REF!";"Travessa Rio de Janeiro , Vila Maria , São José dos Campos, SP";45.8799963;23.8799963
"Rua São Pedro";"Vila Maria";"12209-280";4;"#REF!";"Rua São Pedro , Vila Maria , São José dos Campos, SP";45.8788448;23.8788448
"Rua Bertolino Leite Machado";"Vila Nova São José";"12209-300";1;"#REF!";"Rua Bertolino Leite Machado , Vila Nova São José , São José dos Campos, SP";45.8795070;23.8795070
"Rua Felisbino Pinto da Cunha";"Vila Nova São José";"12209-310";3;"#REF!";"Rua Felisbino Pinto da Cunha , Vila Nova São José , São José dos Campos, SP";45.8805891;23.8805891
"Avenida Engenheiro Sebastião Gualberto";"Vila Maria";"12209-320";5;"#REF!";"Avenida Engenheiro Sebastião Gualberto , Vila Maria , São José dos Campos, SP";45.8884709;23.8884709
"Rua Carvalho de Araújo";"Vila Maria";"12209-390";1;"#REF!";"Rua Carvalho de Araújo , Vila Maria , São José dos Campos, SP";45.8842710;23.8842710
"Praça Bicentenário";"Vila Maria";"12209-401";3;"#REF!";"Praça Bicentenário , Vila Maria , São José dos Campos, SP";45.8857754;23.1752002
"Rua Joaquim Bernardes Ferreira";"Vila Nova São José";"12209-420";3;"#REF!";"Rua Joaquim Bernardes Ferreira , Vila Nova São José , São José dos Campos, SP";45.8767704;23.8767704
"Rua São Paulo";"Vila Maria";"12209-430";5;"#REF!";"Rua São Paulo , Vila Maria , São José dos Campos, SP";45.8780328;23.8780328
"Rua Lavapés";"Vila Maria";"12209-440";2;"#REF!";"Rua Lavapés , Vila Maria , São José dos Campos, SP";45.8767020;23.8767020
"Avenida dos Estados";"Vila Maria";"12209-450";3;"#REF!";"Avenida dos Estados , Vila Maria , São José dos Campos, SP";45.8788448;23.8788448
"Rua Dom Pedro II";"Vila Maria";"12209-460";2;"#REF!";"Rua Dom Pedro II , Vila Maria , São José dos Campos, SP";45.8842958;23.1771212
"Travessa Antônio Domenico Ferro";"Vila Maria";"12209-500";1;"#REF!";"Travessa Antônio Domenico Ferro , Vila Maria , São José dos Campos, SP";45.8784422;23.8784422
"Avenida Senador Teotônio Vilela";"Vila Maria";"12209-510";3;"#REF!";"Avenida Senador Teotônio Vilela , Vila Maria , São José dos Campos, SP";45.8776507;23.8776507
"Rua Professora Maria Luiza Guimarães Medeiros";"Centro";"12209-520";2;"#REF!";"Rua Professora Maria Luiza Guimarães Medeiros , Centro , São José dos Campos, SP";45.8791666;23.1845862
"Rua Antonio Galdino dos Santos Filho";"Centro";"12209-525";2;"#REF!";"Rua Antonio Galdino dos Santos Filho , Centro , São José dos Campos, SP";45.8768754;23.8768754
"Rua Conselheiro Rodrigues Alves";"Centro";"12209-540";1;"#REF!";"Rua Conselheiro Rodrigues Alves , Centro , São José dos Campos, SP";45.8788435;23.8788435
"Rua Coronel Moraes";"Centro";"12209-550";2;"#REF!";"Rua Coronel Moraes , Centro , São José dos Campos, SP";45.8810796;23.8810796
"Rua Alípio da Silva Viana";"Centro";"12209-560";2;"#REF!";"Rua Alípio da Silva Viana , Centro , São José dos Campos, SP";45.8821354;23.8821354
"Rua Maurício Diamante";"Centro";"12209-570";3;"#REF!";"Rua Maurício Diamante , Centro , São José dos Campos, SP";45.8812278;23.8812278
"Rua Ana Bonadio";"Centro";"12209-580";2;"#REF!";"Rua Ana Bonadio , Centro , São José dos Campos, SP";45.8816918;23.8816918
"Rua Alberto Consiglio";"Centro";"12209-590";2;"#REF!";"Rua Alberto Consiglio , Centro , São José dos Campos, SP";45.8804376;23.8804376
"Praça Carlos Maldonado Campoy";"Centro";"12209-610";4;"#REF!";"Praça Carlos Maldonado Campoy , Centro , São José dos Campos, SP";45.8809174;23.8809174
"Travessa Cândido Portinari";"Centro";"12209-620";2;"#REF!";"Travessa Cândido Portinari , Centro , São José dos Campos, SP";45.8877673;23.1802451
"Rua Doutor Rui Doria";"Centro";"12209-630";3;"#REF!";"Rua Doutor Rui Doria , Centro , São José dos Campos, SP";45.8874223;23.1860938
"Travessa João Dias";"Centro";"12209-640";1;"#REF!";"Travessa João Dias , Centro , São José dos Campos, SP";45.8870816;23.8870816
"Praça Cônego João Marcondes Guimarães";"Centro";"12209-650";4;"#REF!";"Praça Cônego João Marcondes Guimarães , Centro , São José dos Campos, SP";45.8870083;23.1800129
"Travessa Joaquim Freire";"Centro";"12209-660";1;"#REF!";"Travessa Joaquim Freire , Centro , São José dos Campos, SP";45.8808673;23.8808673
"Rua Maceió";"Vila Terezinha";"12209-675";1;"#REF!";"Rua Maceió , Vila Terezinha , São José dos Campos, SP";45.8903271;23.8903271
"Rua Belém";"Vila Terezinha";"12209-685";3;"#REF!";"Rua Belém , Vila Terezinha , São José dos Campos, SP";45.8790924;23.8790924
"Rua Curitiba";"Vila Terezinha";"12209-690";1;"#REF!";"Rua Curitiba , Vila Terezinha , São José dos Campos, SP";45.8788603;23.8788603
"Rua Aracajú";"Vila Terezinha";"12209-695";5;"#REF!";"Rua Aracajú , Vila Terezinha , São José dos Campos, SP";45.8808210;23.8808210
"Rua Recife";"Vila Terezinha";"12209-700";1;"#REF!";"Rua Recife , Vila Terezinha , São José dos Campos, SP";45.8804040;23.8804040
"Rua Manaus";"Vila Terezinha";"12209-705";2;"#REF!";"Rua Manaus , Vila Terezinha , São José dos Campos, SP";45.8807771;23.8807771
"Rua Benedito Julião Machado";"Vila Guarani";"12209-750";1;"#REF!";"Rua Benedito Julião Machado , Vila Guarani , São José dos Campos, SP";45.8769185;23.1749240
"Rua José Pirk";"Vila Guarani";"12209-760";3;"#REF!";"Rua José Pirk , Vila Guarani , São José dos Campos, SP";45.8762730;23.1746716
"Rua Antônio Pinto da Cunha";"Vila Guarani";"12209-770";1;"#REF!";"Rua Antônio Pinto da Cunha , Vila Guarani , São José dos Campos, SP";45.8740637;23.1751822
"Rua Francisco Napoleão Isac";"Vila Guarani";"12209-780";4;"#REF!";"Rua Francisco Napoleão Isac , Vila Guarani , São José dos Campos, SP";45.8741946;23.1761567
"Rua José Antônio de Moraes";"Vila Guarani";"12209-790";5;"#REF!";"Rua José Antônio de Moraes , Vila Guarani , São José dos Campos, SP";45.8744173;23.1752753
"Rua Antônio Friggi";"Vila Guarani";"12209-800";1;"#REF!";"Rua Antônio Friggi , Vila Guarani , São José dos Campos, SP";45.8740461;23.1758093
"Rua Francisco Antônio Rodrigues";"Vila Guarani";"12209-810";4;"#REF!";"Rua Francisco Antônio Rodrigues , Vila Guarani , São José dos Campos, SP";45.8738234;23.1759526
"Rua Balbino Gonçalves";"Vila Guarani";"12209-820";1;"#REF!";"Rua Balbino Gonçalves , Vila Guarani , São José dos Campos, SP";45.8731243;23.1762026
"Rua João Alves Viana";"Vila Guarani";"12209-830";1;"#REF!";"Rua João Alves Viana , Vila Guarani , São José dos Campos, SP";45.8735265;23.1770294
"Rua Nestor Soriano";"Vila Guarani";"12209-840";1;"#REF!";"Rua Nestor Soriano , Vila Guarani , São José dos Campos, SP";45.8712256;23.1786576
"Avenida Tenente Névio Baracho";"Jardim Bela Vista";"12209-902";3;"#REF!";"Avenida Tenente Névio Baracho , Jardim Bela Vista , São José dos Campos, SP";45.8883639;23.8883639
"Avenida Marechal Castelo Branco";"Jardim Bela Vista";"12209-903";3;"#REF!";"Avenida Marechal Castelo Branco , Jardim Bela Vista , São José dos Campos, SP";45.8866534;23.8866534
"Rua Desembargador Francisco Murilo Pinto";"Centro";"12209-920";2;"#REF!";"Rua Desembargador Francisco Murilo Pinto , Centro , São José dos Campos, SP";45.8781212;23.8781212
"Rua Claudino Pinto";"Centro";"12210-010";5;"#REF!";"Rua Claudino Pinto , Centro , São José dos Campos, SP";45.8831769;23.8831769
"Rua Antônio de Paula Ferreira";"Centro";"12210-020";2;"#REF!";"Rua Antônio de Paula Ferreira , Centro , São José dos Campos, SP";45.8830284;23.1889268
"Avenida Marechal Floriano Peixoto";"Centro";"12210-030";5;"#REF!";"Avenida Marechal Floriano Peixoto , Centro , São José dos Campos, SP";45.8843213;23.8843213
"Largo São Miguel";"Centro";"12210-031";2;"#REF!";"Largo São Miguel , Centro , São José dos Campos, SP";45.8853409;23.1852323
"Rua Antônio Saes";"Centro";"12210-040";2;"#REF!";"Rua Antônio Saes , Centro , São José dos Campos, SP";45.8827657;23.8827657
"Travessa Lucia Peneluppi";"Centro";"12210-041";3;"#REF!";"Travessa Lucia Peneluppi , Centro , São José dos Campos, SP";45.8826888;23.8826888
"Rua das Monções";"Centro";"12210-050";3;"#REF!";"Rua das Monções , Centro , São José dos Campos, SP";45.8810137;23.8810137
"Rua Francisco Rafael";"Centro";"12210-060";1;"#REF!";"Rua Francisco Rafael , Centro , São José dos Campos, SP";45.8834003;23.8834003
"Praça Cônego Lima";"Centro";"12210-080";3;"#REF!";"Praça Cônego Lima , Centro , São José dos Campos, SP";45.8869374;23.8869374
"Rua Dolzani Ricardo";"Centro";"12210-110";4;"#REF!";"Rua Dolzani Ricardo , Centro , São José dos Campos, SP";45.8842914;23.8842914
"Praça Doutor Maurício Cury";"Centro";"12210-120";5;"#REF!";"Praça Doutor Maurício Cury , Centro , São José dos Campos, SP";45.8845875;23.1871855
"Rua Coronel José Monteiro";"Centro";"12210-140";2;"#REF!";"Rua Coronel José Monteiro , Centro , São José dos Campos, SP";45.8831722;23.8831722
"Rua Benedito Ferreira Candelaria";"Centro";"12210-150";1;"#REF!";"Rua Benedito Ferreira Candelaria , Centro , São José dos Campos, SP";45.8797786;23.8797786
"Rua Joaquim Braúlio de Melo";"Centro";"12210-160";3;"#REF!";"Rua Joaquim Braúlio de Melo , Centro , São José dos Campos, SP";45.8825085;23.8825085
"Praça Doutor João Mendes";"Centro";"12210-170";3;"#REF!";"Praça Doutor João Mendes , Centro , São José dos Campos, SP";45.8846987;23.8846987
"Travessa Santo Antônio";"Centro";"12210-190";3;"#REF!";"Travessa Santo Antônio , Centro , São José dos Campos, SP";45.8826888;23.8826888
"Travessa Bento Pinto";"Centro";"12210-220";4;"#REF!";"Travessa Bento Pinto , Centro , São José dos Campos, SP";45.8814047;23.8814047
"Rua Ernesto Herculano de Souza";"Centro";"12210-230";2;"#REF!";"Rua Ernesto Herculano de Souza , Centro , São José dos Campos, SP";45.8779803;23.1800687
"Rua Piracicaba";"Centro";"12210-240";2;"#REF!";"Rua Piracicaba , Centro , São José dos Campos, SP";45.8778154;23.8778154
"Rua Siqueira Campos";"Centro";"12210-250";3;"#REF!";"Rua Siqueira Campos , Centro , São José dos Campos, SP";45.8862083;23.8862083
"Rua Doutor Ivan de Souza Lopes";"Centro";"12210-270";3;"#REF!";"Rua Doutor Ivan de Souza Lopes , Centro , São José dos Campos, SP";45.8828896;23.8828896
"Rua Luiz Gonzaga Veneziani";"Centro";"12210-280";2;"#REF!";"Rua Luiz Gonzaga Veneziani , Centro , São José dos Campos, SP";45.8796877;23.1788224
"Rua Sebastião Humel";"Centro";"12210-900";2;"#REF!";"Rua Sebastião Humel , Centro , São José dos Campos, SP";45.8778759;23.8778759
"Rua Vilaça";"Centro";"12210-902";3;"#REF!";"Rua Vilaça , Centro , São José dos Campos, SP";45.5885050;23.5885050
"Rua Francisco Paes";"Centro";"12210-904";5;"#REF!";"Rua Francisco Paes , Centro , São José dos Campos, SP";45.8843941;23.8843941
"Avenida São José";"Centro";"12210-906";5;"#REF!";"Avenida São José , Centro , São José dos Campos, SP";45.8878957;23.8878957
"Avenida Doutor João Guilhermino";"Centro";"12210-907";2;"#REF!";"Avenida Doutor João Guilhermino , Centro , São José dos Campos, SP";45.8870129;23.8870129
"Rua Antero Madureira";"Vila Zizinha";"12211-010";3;"#REF!";"Rua Antero Madureira , Vila Zizinha , São José dos Campos, SP";45.8919381;23.1731536
"Rua José Maria Monteiro";"Vila Zizinha";"12211-021";3;"#REF!";"Rua José Maria Monteiro , Vila Zizinha , São José dos Campos, SP";45.8943122;23.1721292
"Rua José Nunes de Paula";"Vila Rossi";"12211-030";2;"#REF!";"Rua José Nunes de Paula , Vila Rossi , São José dos Campos, SP";45.8931262;23.1703218
"Rua Engenheiro Leovigildo Trindade";"Vila Rossi";"12211-070";1;"#REF!";"Rua Engenheiro Leovigildo Trindade , Vila Rossi , São José dos Campos, SP";45.8934975;23.1689016
"Rua José Antônio Cury";"Vila Rossi";"12211-080";2;"#REF!";"Rua José Antônio Cury , Vila Rossi , São José dos Campos, SP";45.8928292;23.1696271
"Rua Tuiuti";"Vila Rossi";"12211-090";4;"#REF!";"Rua Tuiuti , Vila Rossi , São José dos Campos, SP";45.8928292;23.1684458
"Rua Carlos Rodrigues da Costa";"Vila Rossi";"12211-100";3;"#REF!";"Rua Carlos Rodrigues da Costa , Vila Rossi , São José dos Campos, SP";45.8933490;23.1675206
"Travessa Constantino Pintos";"Vila Rossi";"12211-110";1;"#REF!";"Travessa Constantino Pintos , Vila Rossi , São José dos Campos, SP";45.8905315;23.1665205
"Avenida Olivo Gomes";"Santana";"12211-115";2;"#REF!";"Avenida Olivo Gomes , Santana , São José dos Campos, SP";45.8914686;23.1687911
"Rua José Dias Medeiros";"Vila Cristina";"12211-120";5;"#REF!";"Rua José Dias Medeiros , Vila Cristina , São José dos Campos, SP";45.8896641;23.8896641
"Rua Manoel de Oliveira e Silva";"Vila Cristina";"12211-123";2;"#REF!";"Rua Manoel de Oliveira e Silva , Vila Cristina , São José dos Campos, SP";45.8894016;23.8894016
"Travessa Medeiros";"Vila Cristina";"12211-124";2;"#REF!";"Travessa Medeiros , Vila Cristina , São José dos Campos, SP";45.8896641;23.8896641
"Rua Antônio de Oliveira e Silva";"Vila Cristina";"12211-125";1;"#REF!";"Rua Antônio de Oliveira e Silva , Vila Cristina , São José dos Campos, SP";45.8886207;23.8886207
"Rua Augusto de Oliveira e Silva";"Vila Cristina";"12211-126";4;"#REF!";"Rua Augusto de Oliveira e Silva , Vila Cristina , São José dos Campos, SP";45.8874206;23.8874206
"Rua Antônio Rodrigues Guedes do Prado";"Vila Cristina";"12211-127";5;"#REF!";"Rua Antônio Rodrigues Guedes do Prado , Vila Cristina , São José dos Campos, SP";45.8880223;23.8880223
"Rua José de Oliveira Prisco";"Vila Cristina";"12211-129";2;"#REF!";"Rua José de Oliveira Prisco , Vila Cristina , São José dos Campos, SP";45.8894216;23.8894216
"Rua Dorvalina Isaura Conceição dos Santos";"Vila Nova Cristina";"12211-135";1;"#REF!";"Rua Dorvalina Isaura Conceição dos Santos , Vila Nova Cristina , São José dos Campos, SP";45.8916411;23.1582842
"Rua Targino Cardoso de Araújo";"Vila Nova Cristina";"12211-137";1;"#REF!";"Rua Targino Cardoso de Araújo , Vila Nova Cristina , São José dos Campos, SP";45.8910471;23.1577807
"Rua Claudino Prisco";"Vila Nova Cristina";"12211-139";1;"#REF!";"Rua Claudino Prisco , Vila Nova Cristina , São José dos Campos, SP";45.8916411;23.1579889
"Rua Jose Geraldo dos Santos";"Portal de Minas";"12211-140";1;"#REF!";"Rua Jose Geraldo dos Santos , Portal de Minas , São José dos Campos, SP";45.8915322;23.1591493
"Rua José Roberto de Moraes";"Portal de Minas";"12211-142";5;"#REF!";"Rua José Roberto de Moraes , Portal de Minas , São José dos Campos, SP";45.8901452;23.1591182
"Rua Conceição Aparecida Lima Pereira";"Portal de Minas";"12211-144";2;"#REF!";"Rua Conceição Aparecida Lima Pereira , Portal de Minas , São José dos Campos, SP";45.8900397;23.1602650
"Rua Helcio Péricles de Faria";"Portal de Minas";"12211-145";2;"#REF!";"Rua Helcio Péricles de Faria , Portal de Minas , São José dos Campos, SP";45.8910005;23.1599045
"Rua Marina Bona Ferreira Honório";"Portal de Minas";"12211-147";4;"#REF!";"Rua Marina Bona Ferreira Honório , Portal de Minas , São José dos Campos, SP";45.8905581;23.1602075
"Rua Olímpia Maria de Paula";"Portal de Minas";"12211-149";2;"#REF!";"Rua Olímpia Maria de Paula , Portal de Minas , São José dos Campos, SP";45.9214739;23.9214739
"Rua Emilia Vieira de Andrade";"Portal de Minas";"12211-151";2;"#REF!";"Rua Emilia Vieira de Andrade , Portal de Minas , São José dos Campos, SP";45.8894840;23.1602168
"Rua João Batista Lopes";"Portal de Minas";"12211-153";4;"#REF!";"Rua João Batista Lopes , Portal de Minas , São José dos Campos, SP";45.8888938;23.1602003
"Rua Antônio Peneluppi Filho";"Vila Alexandrina";"12211-160";5;"#REF!";"Rua Antônio Peneluppi Filho , Vila Alexandrina , São José dos Campos, SP";45.8953739;23.8953739
"Travessa Deolinda Soares";"Santana";"12211-170";3;"#REF!";"Travessa Deolinda Soares , Santana , São José dos Campos, SP";45.8952797;23.1636201
"Rua Pedro Rachid";"Santana";"12211-180";1;"#REF!";"Rua Pedro Rachid , Santana , São José dos Campos, SP";45.8970531;23.8970531
"Travessa Quirino Custódio da Silva";"Santana";"12211-181";1;"#REF!";"Travessa Quirino Custódio da Silva , Santana , São José dos Campos, SP";45.8958738;23.1641236
"Travessa Terezinha Savastano";"Vila Alexandrina";"12211-190";1;"#REF!";"Travessa Terezinha Savastano , Vila Alexandrina , São José dos Campos, SP";45.8943886;23.1653749
"Rua Luís Gama";"Vila Alexandrina";"12211-200";3;"#REF!";"Rua Luís Gama , Vila Alexandrina , São José dos Campos, SP";45.8948341;23.1653834
"Praça Antônio Prado";"Santana";"12211-210";1;"#REF!";"Praça Antônio Prado , Santana , São José dos Campos, SP";45.8954521;23.1624579
"Praça Santa Cruz";"Santana";"12211-220";5;"#REF!";"Praça Santa Cruz , Santana , São José dos Campos, SP";45.8938395;23.1653476
"Rua Franz de Castro Holzwarth";"Santana";"12211-230";5;"#REF!";"Rua Franz de Castro Holzwarth , Santana , São José dos Campos, SP";45.8919089;23.1700713
"Rua Paulo Madureira Lebrão";"Vila Alexandrina";"12211-240";1;"#REF!";"Rua Paulo Madureira Lebrão , Vila Alexandrina , São José dos Campos, SP";45.8907373;23.8907373
"Rua Manoel Lemes Palmeira";"Santana";"12211-241";2;"#REF!";"Rua Manoel Lemes Palmeira , Santana , São José dos Campos, SP";45.8937203;23.1669863
"Rua Benedito de Paula";"Santana";"12211-242";3;"#REF!";"Rua Benedito de Paula , Santana , São José dos Campos, SP";45.8091125;23.8091125
"Travessa Antônio de Souza Neves";"Santana";"12211-243";3;"#REF!";"Travessa Antônio de Souza Neves , Santana , São José dos Campos, SP";45.8940173;23.1659092
"Rua Mário de Araújo Cesar";"Santana";"12211-250";4;"#REF!";"Rua Mário de Araújo Cesar , Santana , São José dos Campos, SP";45.8914183;23.1633001
"Rua Benedito Alves da Silva";"Santana";"12211-260";5;"#REF!";"Rua Benedito Alves da Silva , Santana , São José dos Campos, SP";45.8913441;23.1626096
"Rua Antônio Júlio da Costa Guimarães";"Vila Alexandrina";"12211-270";4;"#REF!";"Rua Antônio Júlio da Costa Guimarães , Vila Alexandrina , São José dos Campos, SP";45.8939548;23.8939548
"Rua Frei Henrique de Coimbra";"Santana";"12211-280";4;"#REF!";"Rua Frei Henrique de Coimbra , Santana , São José dos Campos, SP";46.6907344;23.5276966
"Rua Olivo Gomes";"Vila Alexandrina";"12211-290";3;"#REF!";"Rua Olivo Gomes , Vila Alexandrina , São José dos Campos, SP";45.8939548;23.8939548
"Travessa Francisco Rodrigues Freire";"Santana";"12211-291";1;"#REF!";"Travessa Francisco Rodrigues Freire , Santana , São José dos Campos, SP";45.8942401;23.1608931
"Rua Tupinambás";"Santana";"12211-300";5;"#REF!";"Rua Tupinambás , Santana , São José dos Campos, SP";45.8932991;23.1613550
"Rua Alexandrino José de Souza";"Santana";"12211-310";2;"#REF!";"Rua Alexandrino José de Souza , Santana , São José dos Campos, SP";45.8922351;23.1629220
"Rua Augusto Ferreira Vinhas";"Santana";"12211-340";3;"#REF!";"Rua Augusto Ferreira Vinhas , Santana , São José dos Campos, SP";45.8904531;23.1625926
"Rua Frediano Bianchi";"Santana";"12211-350";5;"#REF!";"Rua Frediano Bianchi , Santana , São José dos Campos, SP";45.8900818;23.1617980
"Praça Tabajara";"Vila Jaci";"12211-360";1;"#REF!";"Praça Tabajara , Vila Jaci , São José dos Campos, SP";45.8905178;23.1610712
"Rua Tibiriçá";"Vila Jaci";"12211-370";1;"#REF!";"Rua Tibiriçá , Vila Jaci , São José dos Campos, SP";45.8925236;23.1604964
"Rua Guaicurus";"Vila Jaci";"12211-380";1;"#REF!";"Rua Guaicurus , Vila Jaci , São José dos Campos, SP";45.8943886;23.1600593
"Rua Ovidio Cesar";"Vila Jaci";"12211-400";1;"#REF!";"Rua Ovidio Cesar , Vila Jaci , São José dos Campos, SP";45.8943143;23.1604024
"Rua Aimorés";"Vila Jaci";"12211-410";3;"#REF!";"Rua Aimorés , Vila Jaci , São José dos Campos, SP";45.8927549;23.1608156
"Rua Xavantes";"Vila Jaci";"12211-411";3;"#REF!";"Rua Xavantes , Vila Jaci , São José dos Campos, SP";45.8869271;23.1613986
"Rua Monteiro Lobato";"Vila Rangel";"12211-430";1;"#REF!";"Rua Monteiro Lobato , Vila Rangel , São José dos Campos, SP";45.8934232;23.1592041
"Rua Tapajós";"Vila Rangel";"12211-457";2;"#REF!";"Rua Tapajós , Vila Rangel , São José dos Campos, SP";45.8935076;23.1596683
"Travessa Francisca Moreira Rangel";"Vila Rangel";"12211-459";1;"#REF!";"Travessa Francisca Moreira Rangel , Vila Rangel , São José dos Campos, SP";45.8928292;23.1584053
"Rua Francisca Maria de Souza";"Vila Rangel";"12211-461";2;"#REF!";"Rua Francisca Maria de Souza , Vila Rangel , São José dos Campos, SP";45.8933391;23.1579456
"Travessa Herminio Intrieri";"Vila Rangel";"12211-463";3;"#REF!";"Travessa Herminio Intrieri , Vila Rangel , São José dos Campos, SP";45.8932387;23.1574777
"Rua Oswaldo da Silva Chaves";"Jardim Ouro Preto";"12211-470";3;"#REF!";"Rua Oswaldo da Silva Chaves , Jardim Ouro Preto , São José dos Campos, SP";45.8917024;23.1558964
"Avenida Princesa Isabel";"Santana";"12211-620";2;"#REF!";"Avenida Princesa Isabel , Santana , São José dos Campos, SP";45.8935647;23.1613464
"Rua da Grama";"Santana";"12211-622";1;"#REF!";"Rua da Grama , Santana , São José dos Campos, SP";45.8954582;23.1559114
"Rua Manoel Rodrigues de Moraes";"Santana";"12211-640";2;"#REF!";"Rua Manoel Rodrigues de Moraes , Santana , São José dos Campos, SP";45.8967576;23.1559707
"Praça Anchieta";"Santana";"12211-650";4;"#REF!";"Praça Anchieta , Santana , São José dos Campos, SP";45.8974020;23.1560604
"Rua Coronel Afro Marcondes";"Santana";"12211-660";2;"#REF!";"Rua Coronel Afro Marcondes , Santana , São José dos Campos, SP";45.8973978;23.1565716
"Rua Mário Pulga";"Santana";"12211-670";1;"#REF!";"Rua Mário Pulga , Santana , São José dos Campos, SP";45.8964479;23.1564955
"Rua José da Costa Pinheiro";"Santana";"12211-680";3;"#REF!";"Rua José da Costa Pinheiro , Santana , São José dos Campos, SP";45.8963936;23.1572919
"Rua Avaristo Borges";"Santana";"12211-690";4;"#REF!";"Rua Avaristo Borges , Santana , São José dos Campos, SP";45.8957377;23.1577592
"Rua Peri";"Santana";"12211-691";5;"#REF!";"Rua Peri , Santana , São José dos Campos, SP";46.5514216;23.4563459
"Rua José do Patrocínio";"Santana";"12211-700";3;"#REF!";"Rua José do Patrocínio , Santana , São José dos Campos, SP";45.8949824;23.1595001
"Rua Guaianazes";"Santana";"12211-710";1;"#REF!";"Rua Guaianazes , Santana , São José dos Campos, SP";46.6446192;23.5352309
